,Paper,Subject,Subj_notes,MonoMix,Dom.species,TropTemp,Month.corr,Time,Plot.time,Plot.time.err,Method,AGbiomass,AGbiomass.units,AGbiomass_notes,Resp_facet,time.unit,model,O2.mmol,Temp.C,Time2,AGbiomass2,Temp2,Response
599,Yarbro and Carlson 2008,D,NA,mono,Halodule wrightii,tropical,Nov,11,11,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.531,NA,121,NA,NA,R
600,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Mar,3,3,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.996,NA,9,NA,NA,R
601,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.74,NA,25,NA,NA,R
602,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.935,NA,64,NA,NA,R
603,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Sep,9,9,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.024,NA,81,NA,NA,R
604,Yarbro and Carlson 2008,E,NA,mono,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,NA,NA,NA,R_hour,hour,N,-0.944,NA,121,NA,NA,R
605,Yarbro and Carlson 2009,A,NA,mono,Thalassia testudinum,tropical,Mar,3,3,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.386,NA,9,NA,NA,R
606,Yarbro and Carlson 2009,C,NA,mono,Thalassia testudinum,tropical,Mar,3,3,0,Incubator,NA,NA,NA,R_hour,hour,N,-4.051,NA,9,NA,NA,R
607,Anton et al. 2009,A,same site over time,mix,Halodule wrightii,tropical,Apr,4,4,0,Incubator,18.254,g DW m-2,NA,NCP_hour,hour,N,0.614252,23.247,16,333.208516,540.423009,NCP
608,Anton et al. 2009,A,same site over time,mix,Halodule wrightii,tropical,May,5,5,0,Incubator,8.906,g DW m-2,NA,NCP_hour,hour,N,4.05918,26.32,25,79.316836,692.7424,NCP
609,Anton et al. 2009,A,same site over time,mix,Halodule wrightii,tropical,Jun,6,6,0,Incubator,10.223,g DW m-2,NA,NCP_hour,hour,N,1.282356,30.017,36,104.509729,901.020289,NCP
610,Anton et al. 2009,A,same site over time,mix,Halodule wrightii,tropical,Aug,8,8,0,Incubator,11.575,g DW m-2,NA,NCP_hour,hour,N,1.821176,30.258,64,133.980625,915.546564,NCP
611,Anton et al. 2020,A,NA,mono,Halodule uninervis,tropical,Mar,3,3,0,Incubator,7,g DW m-2,NA,NCP_day,day,N,59.6,26.6,9,49,707.56,NCP
612,Anton et al. 2020,B,NA,mono,Thalassia hemprichii,tropical,Mar,3,3,0,Incubator,55,g DW m-2,NA,NCP_day,day,N,69.2,26.6,9,3025,707.56,NCP
613,Anton et al. 2020,A,NA,mono,Halodule uninervis,tropical,Jul,7,7,0,Incubator,15,g DW m-2,NA,NCP_day,day,N,120.6,31.1,49,225,967.21,NCP
614,Anton et al. 2020,B,NA,mono,Thalassia hemprichii,tropical,Jul,7,7,0,Incubator,31,g DW m-2,NA,NCP_day,day,N,111.9,31.1,49,961,967.21,NCP
615,Anton et al. 2020,C,NA,mono,Halodule stipulacea,tropical,Jul,7,7,0,Incubator,14,g DW m-2,NA,NCP_day,day,N,81,30.8,49,196,948.64,NCP
616,Anton et al. 2020,D,NA,mono,Thalassodendrum ciliatum,tropical,Jul,7,7,0,Incubator,64,g DW m-2,NA,NCP_day,day,N,65,30.8,49,4096,948.64,NCP
617,Anton et al. 2020,E,NA,mono,Thalassodendrum ciliatum,tropical,Jul,7,7,0,Incubator,63,g DW m-2,NA,NCP_day,day,N,150.7,30.27,49,3969,916.2729,NCP
618,Anton et al. 2020,F,NA,mono,Halodule uninervis,tropical,Jul,7,7,0,Incubator,11,g DW m-2,NA,NCP_day,day,N,97.2,29.93,49,121,895.8049,NCP
619,Anton et al. 2020,G,NA,mono,Halophila stipulacea,tropical,Jul,7,7,0,Incubator,32,g DW m-2,NA,NCP_day,day,N,173.3,29.93,49,1024,895.8049,NCP
620,Anton et al. 2020,H,NA,mono,Thalassia hemprichii,tropical,Jul,7,7,0,Incubator,51,g DW m-2,NA,NCP_day,day,N,100.8,29.93,49,2601,895.8049,NCP
621,Anton et al. 2020,J,NA,mono,Halophila stipulacea,tropical,Jan,1,1,0,Incubator,5,g DW m-2,NA,NCP_day,day,N,33.9,23.8,1,25,566.44,NCP
622,Anton et al. 2020,K,NA,mono,Halodule uninervis,tropical,Jul,7,7,0,Incubator,7,g DW m-2,NA,NCP_day,day,N,174.5,31.5,49,49,992.25,NCP
623,Anton et al. 2020,L,NA,mono,Thalassia hemprichii,tropical,Jul,7,7,0,Incubator,13,g DW m-2,NA,NCP_day,day,N,71.1,31.5,49,169,992.25,NCP
624,Anton et al. 2020,M,NA,mono,Halophila stipulacea,tropical,Mar,3,3,0,Incubator,14,g DW m-2,NA,NCP_day,day,N,100.9,25,9,196,625,NCP
625,Anton et al. 2020,N,NA,mono,Halophila ovalis,tropical,Mar,3,3,0,Incubator,3,g DW m-2,NA,NCP_day,day,N,54.1,25,9,9,625,NCP
626,Anton et al. 2020,M,NA,mono,Halophila stipulacea,tropical,Aug,8,8,0,Incubator,4,g DW m-2,NA,NCP_day,day,N,63.8,32.3,64,16,1043.29,NCP
627,Anton et al. 2020,N,NA,mono,Halophila ovalis,tropical,Aug,8,8,0,Incubator,4,g DW m-2,NA,NCP_day,day,N,87.3,32.3,64,16,1043.29,NCP
628,Anton et al. 2020,O,NA,mono,Halodule uninervis,tropical,Mar,3,3,0,Incubator,8,g DW m-2,NA,NCP_day,day,N,47.6,27.5,9,64,756.25,NCP
629,Anton et al. 2020,P,NA,mono,Halophila ovalis,tropical,Mar,3,3,0,Incubator,3,g DW m-2,NA,NCP_day,day,N,52.1,27.5,9,9,756.25,NCP
630,Anton et al. 2020,Q,NA,mono,Thalassia hemprichii,tropical,Mar,3,3,0,Incubator,28,g DW m-2,NA,NCP_day,day,N,51.9,27.5,9,784,756.25,NCP
631,Anton et al. 2020,O,NA,mono,Halodule uninervis,tropical,Aug,8,8,0,Incubator,26,g DW m-2,NA,NCP_day,day,N,115.9,31,64,676,961,NCP
632,Anton et al. 2020,R,NA,mono,Halophila stipulacea,tropical,Aug,8,8,0,Incubator,19,g DW m-2,NA,NCP_day,day,N,118.7,31,64,361,961,NCP
633,Anton et al. 2020,P,NA,mono,Halophila ovalis,tropical,Aug,8,8,0,Incubator,4,g DW m-2,NA,NCP_day,day,N,95.7,31,64,16,961,NCP
634,Anton et al. 2020,Q,NA,mono,Thalassia hemprichii,tropical,Aug,8,8,0,Incubator,28,g DW m-2,NA,NCP_day,day,N,97.1,31,64,784,961,NCP
635,Apostolaki et al. 2010,A,NA,mono,Posidonia oceanica,temperate,Feb,2,2,0,Incubator,111.0648849,g DW m-2,NA,NCP_day,day,N,37.02,14.05,4,12335.40866,197.4025,NCP
636,Apostolaki et al. 2010,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,173.7906793,g DW m-2,NA,NCP_day,day,N,46.3944,15.52,16,30203.20021,240.8704,NCP
637,Apostolaki et al. 2010,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,344.7404888,g DW m-2,NA,NCP_day,day,N,64.0548,23.41,36,118846.0046,548.0281,NCP
638,Apostolaki et al. 2010,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,237.878419,g DW m-2,NA,NCP_day,day,N,33.582,25.78,64,56586.14223,664.6084,NCP
639,Apostolaki et al. 2010,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,89.2602009,g DW m-2,NA,NCP_day,day,N,27.696,21.29,100,7967.383465,453.2641,NCP
640,Apostolaki et al. 2010,A,NA,mono,Posidonia oceanica,temperate,Dec,12,12,0,Incubator,111.3256182,g DW m-2,NA,NCP_day,day,N,30.0936,16.14,144,12393.39327,260.4996,NCP
641,Apostolaki et al. 2014,A,NA,mix,Cymodocea nodosa,temperate,May,5,5,0,Incubator,204.4,g DW m-2,NA,NCP_day,day,N,36.53,19.68,25,41779.36,387.3024,NCP
642,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Jan,1,1,0,Incubator,338.9,g DW m-2,NA,NCP_day,day,N,12.98,NA,1,114853.21,NA,NCP
643,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Feb,2,2,0,Incubator,348,g DW m-2,NA,NCP_day,day,N,27.03,NA,4,121104,NA,NCP
644,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,405.1,g DW m-2,NA,NCP_day,day,N,30.8,NA,9,164106.01,NA,NCP
645,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,332.5,g DW m-2,NA,NCP_day,day,N,29.7,NA,9,110556.25,NA,NCP
646,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,859,g DW m-2,NA,NCP_day,day,N,57.33,NA,16,737881,NA,NCP
647,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,519.9,g DW m-2,NA,NCP_day,day,N,88.78,NA,16,270296.01,NA,NCP
648,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,490,g DW m-2,NA,NCP_day,day,N,41.21,NA,25,240100,NA,NCP
649,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,798.5,g DW m-2,NA,NCP_day,day,N,19.38,NA,25,637602.25,NA,NCP
650,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,682.2,g DW m-2,NA,NCP_day,day,N,-15.4,NA,36,465396.84,NA,NCP
651,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,872.4,g DW m-2,NA,NCP_day,day,N,47.17,NA,36,761081.76,NA,NCP
652,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,553.9,g DW m-2,NA,NCP_day,day,N,40.8,NA,49,306805.21,NA,NCP
653,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,880.5,g DW m-2,NA,NCP_day,day,N,-15.9,NA,49,775280.25,NA,NCP
654,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,529.6,g DW m-2,NA,NCP_day,day,N,13.28,NA,64,280476.16,NA,NCP
655,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,550.6,g DW m-2,NA,NCP_day,day,N,-24.67,NA,64,303160.36,NA,NCP
656,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Sep,9,9,0,Incubator,233.4,g DW m-2,NA,NCP_day,day,N,-11.19,NA,81,54475.56,NA,NCP
657,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,415,g DW m-2,NA,NCP_day,day,N,5.84,NA,100,172225,NA,NCP
658,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,578.3,g DW m-2,NA,NCP_day,day,N,2.49,NA,100,334430.89,NA,NCP
659,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Nov,11,11,0,Incubator,399.2,g DW m-2,NA,NCP_day,day,N,1.17,NA,121,159360.64,NA,NCP
660,Barron and Duarte 2009,A,NA,mono,Posidonia oceanica,temperate,Dec,12,12,0,Incubator,287.7,g DW m-2,NA,NCP_day,day,N,-7.02,NA,144,82771.29,NA,NCP
661,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-6.08,NA,49,NA,NA,NCP
662,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-12.26,NA,49,NA,NA,NCP
663,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-4.63,NA,49,NA,NA,NCP
664,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-71.46,NA,49,NA,NA,NCP
665,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-30.83,NA,49,NA,NA,NCP
666,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-50.24,NA,49,NA,NA,NCP
667,Barron et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-12.92,NA,49,NA,NA,NCP
668,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Jan,1,1,0,Incubator,339.396,g DW m-2,NA,NCP_day,day,N,12.842,13.933,1,115189.6448,194.128489,NCP
669,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Feb,2,2,0,Incubator,348.957,g DW m-2,NA,NCP_day,day,N,26.96,14.467,4,121770.9878,209.294089,NCP
670,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,30.988,NA,9,NA,NA,NCP
671,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,331.715,g DW m-2,NA,NCP_day,day,N,29.913,14.445,9,110034.8412,208.658025,NCP
672,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,860.21,g DW m-2,NA,NCP_day,day,N,57.619,NA,16,739961.2441,NA,NCP
673,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,521.143,g DW m-2,NA,NCP_day,day,N,89.294,15.147,16,271590.0264,229.431609,NCP
674,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,487.462,g DW m-2,NA,NCP_day,day,N,41.171,NA,25,237619.2014,NA,NCP
675,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,797.001,g DW m-2,NA,NCP_day,day,N,19.344,18.917,25,635210.594,357.852889,NCP
676,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,681.985,g DW m-2,NA,NCP_day,day,N,-15.417,22.605,36,465103.5402,510.986025,NCP
677,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,870.692,g DW m-2,NA,NCP_day,day,N,47.489,22.415,36,758104.5589,502.432225,NCP
678,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,553.397,g DW m-2,NA,NCP_day,day,N,40.696,25.151,49,306248.2396,632.572801,NCP
679,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,879.539,g DW m-2,NA,NCP_day,day,N,-16.029,26.324,49,773588.8525,692.952976,NCP
680,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,529.737,g DW m-2,NA,NCP_day,day,N,13.331,27.273,64,280621.2892,743.816529,NCP
681,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,550.091,g DW m-2,NA,NCP_day,day,N,-25.245,26.028,64,302600.1083,677.456784,NCP
682,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Sep,9,9,0,Incubator,233.993,g DW m-2,NA,NCP_day,day,N,-11.525,25.745,81,54752.72405,662.805025,NCP
683,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,415.093,g DW m-2,NA,NCP_day,day,N,5.573,23.637,100,172302.1986,558.707769,NCP
684,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,579.494,g DW m-2,NA,NCP_day,day,N,2.43,22.685,100,335813.296,514.609225,NCP
685,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Nov,11,11,0,Incubator,396.952,g DW m-2,NA,NCP_day,day,N,0.115,18.669,121,157570.8903,348.531561,NCP
686,Barron et al. 2006,A,NA,mono,Posidonia oceanica,temperate,Dec,12,12,0,Incubator,285.406,g DW m-2,NA,NCP_day,day,N,-6.631,15.66,144,81456.58484,245.2356,NCP
687,Berg et al. 2018,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Eddy covariance,34.73631279,g DW m-2,NA,NCP_day,day,N,19.849,16,16,1206.611426,256,NCP
688,Berg et al. 2018,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy covariance,44.66097359,g DW m-2,NA,NCP_day,day,N,-27.103,27.6,36,1994.602562,761.76,NCP
689,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jan,1,1,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-18,NA,1,NA,NA,NCP
690,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Mar,3,3,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-6.4,NA,9,NA,NA,NCP
691,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,6.7,NA,16,NA,NA,NCP
692,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-6.3,NA,16,NA,NA,NCP
693,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-18,NA,16,NA,NA,NCP
694,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,7.9,NA,16,NA,NA,NCP
695,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,24,NA,16,NA,NA,NCP
696,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-25,NA,25,NA,NA,NCP
697,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,32,NA,25,NA,NA,NCP
698,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-21,NA,36,NA,NA,NCP
699,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-34,NA,36,NA,NA,NCP
700,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-43,NA,36,NA,NA,NCP
701,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,40,NA,36,NA,NA,NCP
702,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,20,NA,36,NA,NA,NCP
703,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jul,7,7,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-30,NA,49,NA,NA,NCP
704,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Jul,7,7,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,17,NA,49,NA,NA,NCP
705,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-8,NA,64,NA,NA,NCP
706,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,-17,NA,64,NA,NA,NCP
707,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,11,NA,64,NA,NA,NCP
708,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,11,NA,64,NA,NA,NCP
709,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,5.9,NA,100,NA,NA,NCP
710,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,19,NA,100,NA,NA,NCP
711,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,6.4,NA,100,NA,NA,NCP
712,Berger et al. 2020,A,NA,mono,Zostera marina,temperate,Nov,11,11,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,38,NA,121,NA,NA,NCP
713,Burkhoz et al. 2019,A,NA,mono,Enhalus acoroides,tropical,Feb,2,2,0,Incubator,NA,NA,NA,NCP_day,day,N,34.58,22.3,4,NA,497.29,NCP
714,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Feb,2,2,0,Incubator,NA,NA,NA,NCP_day,day,N,12.17,22.8,4,NA,519.84,NCP
715,Burkhoz et al. 2019,A,NA,mono,Enhalus acoroides,tropical,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,73.69,29.6,16,NA,876.16,NCP
716,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,16.1,30,16,NA,900,NCP
717,Burkhoz et al. 2019,A,NA,mono,Enhalus acoroides,tropical,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,108.89,32.5,36,NA,1056.25,NCP
718,Burkhoz et al. 2019,A,NA,mono,Enhalus acoroides,tropical,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,139.15,33.4,49,NA,1115.56,NCP
719,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,13.18,33.5,49,NA,1122.25,NCP
720,Burkhoz et al. 2019,A,NA,mono,Enhalus acoroides,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,95.45,32,64,NA,1024,NCP
721,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,14.47,33.8,64,NA,1142.44,NCP
722,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Sep,9,9,0,Incubator,NA,NA,NA,NCP_day,day,N,-36.55,33.5,81,NA,1122.25,NCP
723,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-44.23,32.2,100,NA,1036.84,NCP
724,Burkhoz et al. 2019,A,NA,mono,Enhalus acoroides,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,45.48,28.5,121,NA,812.25,NCP
725,Burkhoz et al. 2019,B,NA,mix,Cymodecea serrulata and Halodule uninervis,tropical,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,3.22,30.7,121,NA,942.49,NCP
726,Calleja et al. 2006,A,NA,mono,Thalassia testudinum,tropical,Dec,12,12,0,Incubator,NA,NA,NA,NCP_day,day,N,74.66,24,144,NA,576,NCP
727,Cardini et al 2018,A,NA,mono,Halophila stipulacea,temperate,Feb,2,2,0,Incubator,NA,NA,NA,NCP_day,day,N,271.781,23,4,NA,529,NCP
728,Cardini et al 2018,A,NA,mono,Halophila stipulacea,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,637.641,22.8,16,NA,519.84,NCP
729,Cardini et al 2018,A,NA,mono,Halophila stipulacea,temperate,Sep,9,9,0,Incubator,NA,NA,NA,NCP_day,day,N,566.803,27.5,81,NA,756.25,NCP
730,Cardini et al 2018,A,NA,mono,Halophila stipulacea,temperate,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,433.316,25.2,121,NA,635.04,NCP
731,Chen et al. 2019,A,NA,mono,Zostera capricorni,temperate,Feb,2,2,0,Incubator,NA,NA,NA,NCP_hour,hour,N,2.304,NA,4,NA,NA,NCP
732,Chen et al. 2019,B,NA,mono,Halophila ovalis,temperate,Feb,2,2,0,Incubator,NA,NA,NA,NCP_hour,hour,N,-0.413,NA,4,NA,NA,NCP
733,Chen et al. 2019,C,NA,mono,Zostera capricorni,temperate,Feb,2,2,0,Incubator,NA,NA,NA,NCP_hour,hour,N,3.215,NA,4,NA,NA,NCP
734,Chen et al. 2019,A,NA,mono,Zostera capricorni,temperate,May,5,5,0,Incubator,NA,NA,NA,NCP_hour,hour,N,3.623,NA,25,NA,NA,NCP
735,Chen et al. 2019,A,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_hour,hour,N,6.449,NA,64,NA,NA,NCP
736,Chen et al. 2019,B,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_hour,hour,N,0.886,NA,64,NA,NA,NCP
737,Chen et al. 2019,C,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_hour,hour,N,5.033,NA,64,NA,NA,NCP
738,Chen et al. 2019,A,NA,mono,Zostera capricorni,temperate,Nov,11,11,0,Incubator,NA,NA,NA,NCP_hour,hour,N,1.143,NA,121,NA,NA,NCP
739,Chen et al. 2019,B,NA,mono,Halophila ovalis,temperate,Nov,11,11,0,Incubator,NA,NA,NA,NCP_hour,hour,N,0.23,NA,121,NA,NA,NCP
740,Chen et al. 2019,C,NA,mono,Zostera capricorni,temperate,Nov,11,11,0,Incubator,NA,NA,NA,NCP_hour,hour,N,-0.783,NA,121,NA,NA,NCP
741,Dahl et al. 2016,A,NA,mono,Thalassia hemprichii,tropical,Sep,9,9,0,Incubator,NA,NA,NA,NCP_hour,hour,N,17.056225,29.68,81,NA,880.9024,NCP
742,Drylie et al. 2018,A,NA,mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,290,g DW m-2,NA,NCP_hour,hour,N,2.793,NA,64,84100,NA,NCP
743,Drylie et al. 2018,B,NA,mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,308,g DW m-2,NA,NCP_hour,hour,N,-1.076,NA,64,94864,NA,NCP
744,Drylie et al. 2018,C,NA,mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,161,g DW m-2,NA,NCP_hour,hour,N,-0.801,NA,64,25921,NA,NCP
745,Duarte et al. 2002,A,NA,mono,Zostera marina,temperate,Sep,9,9,0,Incubator,142.3,g DW m-2,NA,NCP_day,day,N,-0.12188,NA,81,20249.29,NA,NCP
746,Duarte et al. 2002,B,NA,mono,Zostera marina,temperate,Sep,9,9,0,Incubator,149.7,g DW m-2,NA,NCP_day,day,N,9.965999,NA,81,22410.09,NA,NCP
747,Egea et al. 2019,A,NA,mono,Cymodocea nodosa,temperate,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,15.283,16.5,9,NA,272.25,NCP
748,Egea et al. 2019,A,NA,mono,Cymodocea nodosa,temperate,Sep,9,9,0,Incubator,NA,NA,NA,NCP_day,day,N,52.869,24.6,81,NA,605.16,NCP
